observation_frame,unscaled_time,frame_timing_timestamp,"frame_interval_ms","cpu_frame_ms","gpu_frame_ms","cpu_render_thread_ms","gc_allocated_in_editor_frame_bytes","VSM.LayoutRemap_gpu_ms","VSM.Allocate_gpu_ms","VSM.InvalidateStatic_gpu_ms","VSM.ClearPhysicalPages_gpu_ms","VSM.StaticCasterCull_gpu_ms","VSM.DynamicCasterCull_gpu_ms","VSM.PageCull_gpu_ms","VSM.StaticRaster_gpu_ms","VSM.DynamicRaster_gpu_ms","VSM.UnityCompatibilityRaster_gpu_ms","VSM.FinalizePages_gpu_ms","VSM.ResetFeedback_gpu_ms","VSM.ResolveAndFeedback_gpu_ms"
2032,82.468834800170072,19037556688071,4.9501983448863029,4.012,5.145856,2.0706,14475,0.001024,,,,0.08806399999999999,0,0.069632,0.27904,,,,,1.2753919999999999
2033,82.473544600340134,19037556728191,4.7098002396523952,5.4246,4.932864,2.1833,14475,0.001024,,,,0.086784,0,0.068352,0.003072,,,,,1.110784
2034,82.479821301020408,19037556782437,6.2767006456851959,4.8695,4.529152,2.0708,146845,0.001024,,,,0.086784,0,0.068352,0.003072,,,,,1.110784
2035,82.4917589994331,19037556831132,11.937698349356651,5.5108,4.786176,1.8607,14475,0.001024,,,,0.085504,0,0.066816,0.003328,,,,,1.388544
2036,82.497107100340131,19037556886240,5.3481007926166058,3.666,4.876544,1.6977,14475,0.001024,,,,0.085504,0,0.067328,0.005376,,,,,1.37472
2037,82.502257603458048,19037556922900,5.1505030132830143,14.6651,0.04224,2.4482,14822,0.001024,,,,0.0832,0,0.064767999999999992,0.0076799999999999993,,,,,1.10848
2038,82.507444805839,19037557069551,5.1872022449970245,4.9558,4.816896,2.4895,14475,0.001024,,,,0.079872,0,0.061183999999999995,0.007936,,,,,1.110272
2039,82.512298504818588,19037557119109,4.8536988906562328,4.4289,5.168128,2.3071,14475,0.001024,,,,0.087808,0,0.069632,0.003328,,,,,1.443584
2040,82.517137202380951,19037557163398,4.838697612285614,5.1501,4.809728,2.5744,14475,0.001024,,,,0.084735999999999992,0,0.066304,0.005376,,,,,1.383424
2041,82.522002501417234,19037557214899,4.8652989789843559,5.0777,4.825088,2.6305,14475,0.001024,,,,0.081919999999999993,0,0.063488,0.003072,,,,,1.28768
2042,82.527065199829934,19037557265676,5.0626983866095543,4.8288,4.839424,1.9302,14475,0.001024,,,,0.081919999999999993,0,0.063488,0.003072,,,,,1.28768
2043,82.530978500566889,19037557313964,3.9133005775511265,4.6152,4.207616,1.7613,14475,0.001024,,,,0.337408,0,0.066048,0.007424,,,,,1.1348479999999999
2044,82.536288803854873,19037557360116,5.3103030659258366,5.0804,4.497408,2.265,14475,0.001024,,,,0.337408,0,0.066048,0.007424,,,,,1.1348479999999999
2045,82.541397002551022,19037557410920,5.1081986166536808,5.1077,4.799488,2.0991,14647,0.0012799999999999999,,,,0.086528,0,0.067071999999999993,0.007424,,,,,1.112576
2046,82.546189101473914,19037557461997,4.7920988872647285,3.8478,5.095168,1.9392,14475,0.001024,,,,0.086272,0,0.067583999999999991,0.250368,,,,,1.284352
2047,82.551240001417227,19037557500475,5.0508999265730381,5.2336,4.778752,1.9722,14475,0.001024,,,,0.086528,0,0.068352,0.007424,,,,,1.368064
2048,82.556056299603171,19037557552811,4.8162983730435371,5.2916,4.945408,2.2055,14475,0.001024,,,,0.08576,0,0.067328,0.011264,,,,,1.384704
2049,82.561022002551013,19037557605727,4.9657030031085014,4.8064,4.8704,1.9836,14475,0.001024,,,,0.082688,0,0.064512,0.007168,,,,,1.3872639999999998
2050,82.56555680272109,19037557653791,4.5348000712692738,4.5053,4.941056,1.9914,14475,0.001024,,,,0.086016,0,0.068352,0.0076799999999999993,,,,,1.367808
2051,82.570053599773246,19037557698844,4.4967969879508018,4.7606,4.509952,2.1308,14475,0.001024,,,,0.082688,0,0.064512,0.007936,,,,,1.115904
2052,82.5745233064059,19037557746450,4.4697066769003868,5.557,4.484864,1.918,14475,0.001024,,,,0.087296,0,0.068352,0.007424,,,,,1.112832
2053,82.5794419005102,19037557802020,4.9185939133167267,4.5615,4.437504,2.3478,14475,0.001024,,,,0.08524799999999999,0,0.06656,0.003072,,,,,1.111808
2054,82.584463704648527,19037557847635,5.0218040123581886,4.4451,4.905984,2.2001,14475,0.001024,,,,0.08448,0,0.06656,0.007936,,,,,1.5127039999999998
2055,82.589404499716551,19037557892086,4.9407952465116978,4.7542,4.932096,2.1997,14475,0.001024,,,,0.08576,0,0.067328,0.005888,,,,,1.3642239999999999
2056,82.59389410430839,19037557939628,4.4896043837070465,5.3785,4.989952,1.9079,14475,0.002048,,,,0.083712,0.000256,0.065792,0.007936,,,,,1.375488
2057,82.598817106009065,19037557993413,4.9230018630623817,3.8611,4.47488,2.1093,14475,0.0012799999999999999,,,,0.087551999999999991,0,0.06912,0.007168,,,,,1.134336
2058,82.603528401360535,19037558032024,4.71129547804594,5.8416,4.479744,2.9366,14677,0.003584,,,,0.081664,0,0.063232,0.008192,,,,,1.112832
2059,82.608272002551018,19037558090440,4.7436011955142021,4.0666,,1.886,14475,0.003584,,,,0.081664,0,0.063232,0.008192,,,,,1.112832
2060,82.616571003401361,19037558131106,8.2990005612373352,4.5846,4.672768,4.5846,14475,0.0012799999999999999,,,,0.084735999999999992,0.000256,0.066304,0.003584,,,,,1.1112959999999998
2061,82.621714299886619,19037558176952,5.14329643920064,4.7266,4.6144,1.4133,14475,0.0012799999999999999,,,,0.084735999999999992,0.000256,0.066304,0.003584,,,,,1.1112959999999998
2062,82.6260121031746,19037558224218,4.2978031560778618,4.9482,5.128448,2.1946,14475,0.001024,,,,0.086016,0.000256,0.06784,0.007424,,,,,1.110528
2063,82.630968799603167,19037558273700,4.9566966481506824,8.8934,4.18944,2.2199,55107,0.001024,,,,0.086016,0,0.06784,0.007424,,,,,1.109248
2064,82.642443905895689,19037558362634,11.475106701254845,4.4239,4.818944,2.205,382073,0.001024,,,,0.38272,0,0.36352,0.008704,,,,,1.115648
2065,82.648763506235824,19037558406873,6.3196001574397087,4.9485,4.779264,2.2126,26295,0.001024,,,,0.086016,0.000256,0.067583999999999991,0.0076799999999999993,,,,,1.1115519999999999
2066,82.654726799886618,19037558456358,5.9632938355207443,4.4103,4.777984,2.9451,14475,0.001024,,,,0.087039999999999992,0,0.068096,0.003584,,,,,1.129216
2067,82.659784204931967,19037558500461,5.0574052147567272,13.0073,4.525056,2.9273,14475,0.001024,,,,0.087039999999999992,0,0.068096,0.003584,,,,,1.129216
2068,82.664726303854877,19037558630534,4.9420990981161594,6.3242,4.755968,2.2563,14475,0.0012799999999999999,,,,0.087551999999999991,0,0.06784,0.007424,,,,,1.110784
2069,82.669806299603167,19037558693776,5.0799958407878876,4.83,4.926464,2.4978,14475,0.0012799999999999999,,,,0.087551999999999991,0,0.06784,0.007424,,,,,1.110784
2070,82.674277104591837,19037558742076,4.4708051718771458,5.5618,4.699392,1.9213,14475,0.001024,,,,0.088576,0,0.069376,0.0063999999999999994,,,,,1.1136
2071,82.679086500850332,19037558797694,4.8093963414430618,4.9547,4.481792,1.9899,14475,0.001024,,,,0.082176,0,0.064256,0.007936,,,,,1.366784
2072,82.683801799886623,19037558847241,4.7152992337942123,4.5028,4.772352,2.4035,14475,0.001024,,,,0.082176,0,0.064256,0.007936,,,,,1.366784
2073,82.688692800453509,19037558892269,4.8910006880760193,3.7892,4.699904,1.8802,14475,0.001024,,,,0.08524799999999999,0,0.067071999999999993,0.003328,,,,,1.110272
2074,82.697822604875284,19037558930161,9.12980455905199,5.3534,4.580352,2.1907,147063,0.001024,,,,0.086272,0,0.067583999999999991,0.0076799999999999993,,,,,1.29664
2075,82.710485104875275,19037558983695,12.662500143051147,4.4711,4.96128,2.4446,158463,0.001024,,,,0.082176,0,0.063744,0.007936,,,,,1.112576
2076,82.73616969954648,19037559028406,25.684595108032227,5.2154,4.507904,1.0361,607518,0.001024,,,,0.084224,0.000256,0.065792,0.007424,,,,,1.3542399999999999
2077,82.747757801870748,19037559080560,11.588102206587791,13.6408,0.0448,1.1685,512347,0.001024,,,,0.079872,0.000256,0.063744,0.003328,,,,,1.113856
2078,82.768654606009065,19037559216968,20.896803587675095,12.7664,0.04352,1.2314,146741,0.001024,,,,0.079872,0.000256,0.063744,0.003328,,,,,1.113856
2079,82.777133304988652,19037559344632,8.4786992520093918,25.9991,0.044544,1.3716,14475,0.001024,,,,0.082176,0,0.065792,0.007424,,,,,1.3555199999999998
2080,82.7835656037415,19037559604623,6.4322985708713531,20.2346,0.044288,1.0045,14475,0.001024,,,,0.086272,0,0.06784,0.007936,,,,,1.278976
2081,82.788221102607707,19037559806969,4.6554990112781525,11.4723,0.054784,2.6646,14475,0.001024,,,,0.086784,0,0.068352,0.004352,,,,,1.1299839999999999
2082,82.793153599773234,19037559921692,4.9324971623718739,6.1608,4.392704,2.2005,14475,0.001024,,,,0.084735999999999992,0.000256,0.066304,0.007424,,,,,1.13024
2083,82.797863506235828,19037559983300,4.7099064104259014,5.1556,4.23296,1.9183,14475,0.003328,,,,0.08294399999999999,0,0.064512,0.003328,,,,,1.11104
2084,82.8035714994331,19037560034856,5.707993172109127,3.5259,4.46848,2.9357,14677,0.001024,,,,0.33433599999999997,0,0.066048,0.007424,,,,,1.1097599999999999
2085,82.808267502834468,19037560070115,4.6960036270320415,5.9109,4.706816,2.0794,14475,0.001024,,,,0.084735999999999992,0.000256,0.066816,0.009216,,,,,1.1097599999999999
2086,82.813348504818592,19037560129224,5.08100213482976,5.2847,4.685568,2.2854,14475,0.001024,,,,0.086016,0.000256,0.068096,0.011264,,,,,1.112832
2087,82.81824440192743,19037560182071,4.89589711651206,5.0067,4.835072,2.1506,14475,0.001024,,,,0.08294399999999999,0,0.063744,0.003584,,,,,1.112064
2088,82.822889299886612,19037560232138,4.6448977664113045,4.8633,4.868608,2.0745,14475,0.001024,,,,0.083968,0.000256,0.065792,0.003328,,,,,1.363712
2089,82.827743601190477,19037560280771,4.854301456362009,4.7038,4.615424,2.0217,14475,0.001024,,,,0.08576,0,0.067328,0.0076799999999999993,,,,,1.3859839999999999
2090,82.832582305839,19037560327809,4.8387045972049236,4.3218,4.827392,2.2526,14475,0.001024,,,,0.085504,0,0.067328,0.011519999999999999,,,,,1.11104
2091,82.837318799603167,19037560371027,4.7364938072860241,4.7168,4.587264,2.1734,14475,0.001024,,,,0.087039999999999992,0,0.068352,0.007424,,,,,1.299456
2092,82.842377699829925,19037560418195,5.0589004531502724,5.1215,4.71808,2.1619,14475,0.001024,,,,0.084992,0.000256,0.066048,0.007424,,,,,1.3222399999999999
2093,82.84703560090702,19037560469410,4.6579008921980858,4.8886,5.021184,2.2489,14475,0.001024,,,,0.08448,0,0.066048,0.007424,,,,,1.26976
2094,82.8517463010204,19037560518296,4.7106998972594738,4.7168,4.572672,1.8525,14595,0.0012799999999999999,,,,0.0896,0.000256,0.070144,0.0076799999999999993,,,,,1.108736
2095,82.856532199546479,19037560565464,4.785898607224226,4.8421,4.756992,2.0467,14475,0.002048,,,,0.08448,0,0.065536,0.007424,,,,,1.282816
2096,82.861320599489787,19037560613885,4.7884001396596432,4.8129,4.768256,2.1507,14475,0.001024,,,,0.082688,0.000256,0.064767999999999992,0.007424,,,,,1.376768
2097,82.8664029053288,19037560662014,5.0823059864342213,4.5585,4.766208,2.4826,14475,0.001024,,,,0.087296,0,0.069376,0.007168,,,,,1.370368
2098,82.870673604024944,19037560707599,4.2706988751888275,4.8144,4.814848,2.4903,14475,0.001024,,,,0.084224,0.000256,0.065792,0.007424,,,,,1.29408
2099,82.875345804988655,19037560755743,4.6722008846700191,5.1902,4.22528,1.8859,14475,0.0012799999999999999,,,,0.079872,0.000256,0.061695999999999994,0.003072,,,,,1.109248
2100,82.8802213010204,19037560807645,4.8754960298538208,5.2172,4.205056,2.3089,14475,0.001024,,,,0.083456,0,0.065536,0.003328,,,,,1.112832
2101,82.8851200042517,19037560859817,4.8987031914293766,3.9659,4.854784,1.9754,14475,0.001024,,,,0.334848,0,0.065536,0.0048639999999999994,,,,,1.113856
2102,82.8898553004535,19037560899476,4.7352961264550686,4.5216,4.875776,2.2445,14475,0.001024,,,,0.085504,0,0.066304,0.007168,,,,,1.362944
2103,82.89519510345805,19037560944692,5.3398031741380692,5.1939,4.702464,2.7279,14475,0.001024,,,,0.083968,0.000256,0.065536,0.007424,,,,,1.388032
2104,82.900147300170062,19037560996631,4.9521964974701405,5.0526,4.762624,2.0161,20917,0.001024,,,,0.082688,0,0.064,0.010496,,,,,1.361408
2105,82.904827104591831,19037561047157,4.67980420216918,4.4081,4.923136,2.4792,14677,0.001024,,,,0.084224,0,0.066048,0.0076799999999999993,,,,,1.368832
2106,82.9094957057823,19037561091238,4.66860132291913,5.1884,4.658688,2.2024,14475,0.001024,,,,0.084992,0,0.066816,0.003328,,,,,1.1148799999999999
2107,82.914376601473919,19037561143122,4.8808958381414413,4.9489,4.498688,1.7212,14475,0.001024,,,,0.086016,0,0.067071999999999993,0.003072,,,,,1.108992
2108,82.919289200680268,19037561192611,4.9125989899039268,4.3637,4.841984,1.8087,14475,0.001024,,,,0.508416,0.000256,0.070144,0.003072,,,,,1.112064
2109,82.923846704931975,19037561236248,4.5575043186545372,4.7866,4.832768,1.9807,14475,0.001024,,,,0.086528,0,0.067583999999999991,0.003584,,,,,1.278976
2110,82.9288463010204,19037561284114,4.9995961599051952,4.9589,4.595968,1.9626,14475,0.001536,,,,0.085504,0,0.06656,0.007424,,,,,1.271552
2111,82.933682901077091,19037561333703,4.83660027384758,4.8124,4.978944,2.2632,14475,0.001024,,,,0.086528,0,0.06784,0.0097279999999999988,,,,,1.6383999999999999
2112,82.9382242063492,19037561381827,4.5413053594529629,4.8262,4.805888,1.8703,14475,0.001024,,,,0.084224,0,0.065279999999999991,0.007424,,,,,1.370368
2113,82.9431455994898,19037561430089,4.9213930033147335,4.9246,4.52224,2.169,14475,0.001024,,,,0.087551999999999991,0,0.068864,0.007424,,,,,1.112832
2114,82.947656101190475,19037561479335,4.5105018652975559,4.8162,4.654592,2.1521,14475,0.001024,,,,0.087039999999999992,0,0.068096,0.007424,,,,,1.117184
2115,82.95261890589569,19037561527497,4.9628047272562981,4.4818,4.48128,1.6713,14527,0.001024,,,,0.086528,0.000256,0.067328,0.007424,,,,,1.110784
2116,82.957840702947848,19037561572315,5.2217971533536911,4.4716,4.875776,2.7872,14475,0.001024,,,,0.087296,0.000256,0.068864,0.007424,,,,,1.2805119999999999
2117,82.964283602607708,19037561617031,6.4428998157382011,5.3288,4.793088,3.4826,14475,0.001024,,,,0.080896,0,0.06272,0.007424,,,,,1.110784
2118,82.969312606292519,19037561670319,5.0290036015212536,5.1968,4.747264,4.4428,14475,0.001536,,,,0.316928,0,0.298496,0.0076799999999999993,,,,,1.115136
2119,82.974498504818584,19037561722287,5.1858983933925629,4.6774,4.630272,2.6881,14475,0.001024,,,,0.081664,0,0.06297599999999999,0.0076799999999999993,,,,,1.1130879999999999
2120,82.979425701530616,19037561769061,4.92719653993845,6.9224,4.399104,2.502,14475,0.001024,,,,0.081919999999999993,0,0.063488,0.0076799999999999993,,,,,1.114112
2121,82.984521201814061,19037561838285,5.0955004990100861,5.1048,4.891904,2.1397,14475,0.001024,,,,0.08448,0.000256,0.06656,0.012032,,,,,1.285888
2122,82.9891954010771,19037561889333,4.6741990372538567,4.9799,5.0432,2.1413,14475,0.001024,,,,0.086784,0,0.068096,0.003328,,,,,1.6030719999999998
2123,82.994435402494332,19037561939132,5.2400012500584126,4.7553,4.681984,2.2805,14475,0.001024,,,,0.268032,0,0.065024,0.0097279999999999988,,,,,1.3806079999999998
2124,82.998955300453517,19037561986685,4.5198979787528515,5.0545,5.211136,1.8239,14475,0.001024,,,,0.083712,0,0.064767999999999992,0.004352,,,,,1.406464
2125,83.003575602324261,19037562037230,4.620302002876997,4.0393,4.501504,2.1868,14797,0.001024,,,,0.08448,0,0.066304,0.007424,,,,,1.1328
2126,83.00839810090703,19037562077623,4.82249865308404,6.2186,4.227584,1.8494,14475,0.001024,,,,0.084224,0,0.065792,0.0038399999999999997,,,,,1.110272
2127,83.013361401643991,19037562139809,4.9633006565272808,3.9901,4.806656,2.0669,14475,0.0012799999999999999,,,,0.08448,0,0.06656,0.005376,,,,,1.1133439999999999
2128,83.018430399659863,19037562179710,5.0689978525042534,4.4294,4.94592,2.4348,14475,0.001024,,,,0.085504,0,0.067328,0.0076799999999999993,,,,,1.29152
2129,83.023152303004537,19037562224004,4.7219032421708107,5.273,5.042432,2.0662,14475,0.001024,,,,0.084224,0.000256,0.065536,0.0038399999999999997,,,,,1.281792
2130,83.027909105725627,19037562276734,4.7568026930093765,4.5066,4.519424,1.9102,14475,0.001024,,,,0.086272,0,0.068608,0.0051199999999999996,,,,,1.3790719999999999
2131,83.032471704931964,19037562321800,4.5625991187989712,4.9876,4.739072,2.6166,14475,0.001024,,,,0.086272,0,0.068096,0.007936,,,,,1.112576
2132,83.037181505102041,19037562371676,4.7098002396523952,5.1726,4.498944,1.9713,14475,0.001024,,,,0.084735999999999992,0,0.065536,0.0076799999999999993,,,,,1.112832
2133,83.041873200113372,19037562423402,4.691694863140583,4.373,4.462336,1.8286,14475,0.001024,,,,0.086272,0,0.067583999999999991,0.011519999999999999,,,,,1.114624
2134,83.046631101190471,19037562467132,4.7579011879861355,4.3237,4.65408,2.028,14475,0.001024,,,,0.328704,0.000256,0.310272,0.0063999999999999994,,,,,1.114368
2135,83.051581405895689,19037562510369,4.9503045156598091,4.908,4.711424,2.3205,14475,0.001024,,,,0.084992,0,0.067071999999999993,0.007424,,,,,1.3608959999999999
2136,83.056464200680267,19037562559449,4.8827948048710823,5.2393,4.937216,2.1561,14475,0.001024,,,,0.08524799999999999,0,0.066816,0.003072,,,,,1.36192
2137,83.062270103458047,19037562611842,5.805902648717165,4.9314,4.848384,2.7611,14475,0.001024,,,,0.083712,0.000256,0.065536,0.0038399999999999997,,,,,1.376
2138,83.067319203514742,19037562661156,5.0491001456975937,4.573,4.769792,1.9957,14475,0.001024,,,,0.086528,0,0.06784,0.003328,,,,,1.1130879999999999
2139,83.0718492063492,19037562706886,4.5300028286874294,6.9497,4.748288,1.9583,14475,0.003328,,,,0.081408,0,0.063232,0.007424,,,,,1.375488
2140,83.076104903628121,19037562776383,4.2556971311569214,3.2832,4.507648,1.9105,14475,0.001024,,,,0.086016,0,0.068096,0.011519999999999999,,,,,1.3826559999999999
2141,83.081151700680266,19037562809215,5.04679698497057,5.0691,4.238592,2.1861,14475,0.001024,,,,0.088832,0,0.070912,0.003328,,,,,1.11616
2142,83.085822200963719,19037562859906,4.6705002896487713,4.9605,5.007872,1.7746,14475,0.001024,,,,0.333312,0,0.065279999999999991,0.007424,,,,,1.2835839999999998
2143,83.090921499433108,19037562909511,5.099298432469368,4.2593,4.6464,2.0824,14475,0.001024,,,,0.0896,0,0.071168,0.0076799999999999993,,,,,1.112832
2144,83.095980399659865,19037562952104,5.0589004531502724,4.9121,5.099776,1.992,14475,0.001024,,,,0.08524799999999999,0,0.067071999999999993,0.004096,,,,,1.5229439999999999
2145,83.100894203514741,19037563001225,4.913803655654192,4.9503,5.042176,1.6615,14677,0.001024,,,,0.084992,0,0.066816,0.0076799999999999993,,,,,1.3724159999999999
2146,83.105714703798185,19037563050728,4.8205005005002022,5.0418,4.886784,1.793,14475,0.001024,,,,0.083968,0,0.065279999999999991,0.007424,,,,,1.385216
2147,83.110443601190468,19037563101146,4.7288974747061729,5.279,4.789504,1.8978,14475,0.001024,,,,0.08448,0,0.066304,0.009216,,,,,1.3841919999999999
2148,83.115135905612235,19037563153936,4.6923044137656689,4.2626,4.70912,1.8465,14475,0.001024,,,,0.084992,0,0.065536,0.0076799999999999993,,,,,1.284096
2149,83.119854499716553,19037563196562,4.7185942530632019,4.6409,4.420864,1.9264,14475,0.001024,,,,0.085504,0,0.067071999999999993,0.007424,,,,,1.1115519999999999
2150,83.124322505668928,19037563242971,4.4680060818791389,4.8542,4.674304,2.206,14475,0.001024,,,,0.089088,0,0.069887999999999992,0.0076799999999999993,,,,,1.114112
2151,83.12904510345804,19037563291513,4.7225980088114738,4.7136,4.446464,2.044,14475,0.001024,,,,0.086528,0,0.06784,0.0076799999999999993,,,,,1.120512
2152,83.133864299886625,19037563338649,4.8191966488957405,4.8071,4.70656,1.7835,14475,0.0012799999999999999,,,,0.084224,0.000256,0.065792,0.0084479999999999989,,,,,1.283328
2153,83.139310905612248,19037563386720,5.44660585001111,4.2804,4.799744,2.0007,14475,0.001024,,,,0.084224,0,0.065792,0.003328,,,,,1.370112
2154,83.144131001984121,19037563429524,4.8200963065028191,4.6561,5.428736,1.8102,14475,0.0012799999999999999,,,,0.08524799999999999,0,0.067071999999999993,0.003072,,,,,1.6192
2155,83.1486463010204,19037563476085,4.5152991078794,4.9885,4.809984,1.7308,14475,0.001024,,,,0.084735999999999992,0,0.06656,0.009216,,,,,1.113856
2156,83.1532244047619,19037563525970,4.57810377702117,5.8143,4.48768,2.1846,20455,0.001024,,,,0.083456,0,0.064767999999999992,0.003072,,,,,1.1130879999999999
2157,83.157881001984123,19037563584113,4.6565970405936241,4.4992,4.529664,1.8983,20524,0.001024,,,,0.084224,0,0.066048,0.007424,,,,,1.110016
2158,83.162818700396826,19037563629105,4.9376985989511013,4.4558,4.666368,1.887,14475,0.001024,,,,0.086784,0,0.068352,0.007936,,,,,1.108736
2159,83.167601105442174,19037563673663,4.7824052162468433,4.7978,4.915456,2.3176,14475,0.001024,,,,0.086784,0.000256,0.068608,0.0076799999999999993,,,,,1.537024
2160,83.172326906179137,19037563721641,4.7258008271455765,4.6284,4.76032,1.7596,14475,0.001024,,,,0.086784,0,0.068096,0.0076799999999999993,,,,,1.3959679999999999
2161,83.176937804705219,19037563767925,4.6108984388411045,5.9551,4.691712,1.7958,14475,0.001024,,,,0.081408,0.000256,0.063488,0.003584,,,,,1.110784
2162,83.1820125,19037563827476,5.0746952183544636,3.5386,4.580352,1.9235,14475,0.001024,,,,0.084992,0,0.06656,0.0076799999999999993,,,,,1.112576
2163,83.18658680555555,19037563862862,4.5743053779006,4.6709,5.063424,1.938,17024,0.001024,,,,0.08806399999999999,0,0.06912,0.003328,,,,,1.115136
2164,83.191219501133787,19037563909571,4.6326955780386925,4.8899,4.552448,1.8358,14475,0.001024,,,,0.088832,0.000256,0.069376,0.003328,,,,,1.137152
2165,83.196147406462586,19037563958470,4.9279052764177322,5.8344,4.607232,1.6729,14475,0.001024,,,,0.087551999999999991,0,0.067583999999999991,0.0076799999999999993,,,,,1.11104
2166,83.201426303854873,19037564016814,5.2788974717259407,4.1234,4.905472,2.1468,14822,0.001024,,,,0.086272,0,0.06784,0.007424,,,,,1.2802559999999998
2167,83.2062292020975,19037564058048,4.8028980381786823,4.3954,5.249024,1.8856,14475,0.001024,,,,0.085504,0.000256,0.067328,0.003328,,,,,1.2928
2168,83.211070904195012,19037564102002,4.8417020589113235,4.5194,4.773888,1.9904,14475,0.001024,,,,0.089855999999999991,0,0.071424,0.003584,,,,,1.3772799999999998
2169,83.21617980442177,19037564147196,5.1089003682136536,5.4674,4.805888,1.9763,14475,0.001024,,,,0.08806399999999999,0.000256,0.069887999999999992,0.007424,,,,,1.380096
2170,83.220603302154188,19037564201870,4.4234977103769779,4.5402,4.86144,1.8918,14475,0.001024,,,,0.083456,0.000256,0.065279999999999991,0.0063999999999999994,,,,,1.112576
2171,83.225365306122441,19037564247272,4.762004129588604,5.3384,4.398592,2.2707,14475,0.001024,,,,0.084992,0,0.067071999999999993,0.007424,,,,,1.115136
2172,83.230098306405893,19037564300656,4.7330004163086414,5.2092,4.243712,1.8458,14475,0.001024,,,,0.08576,0,0.066816,0.0076799999999999993,,,,,1.110784
2173,83.234828500566891,19037564352748,4.730194341391325,3.8647,4.717568,2.2655,14475,0.001024,,,,0.08524799999999999,0.000256,0.06656,0.003328,,,,,1.118464
2174,83.239996704931968,19037564391395,5.1682041957974434,5.4678,4.700672,1.9453,14475,0.001024,,,,0.086528,0,0.068096,0.007424,,,,,1.37344
2175,83.2448248015873,19037564446073,4.8280968330800533,4.535,5.14816,1.6719,14475,0.001024,,,,0.085504,0,0.066816,0.011264,,,,,1.397248
2176,83.249579301303854,19037564491423,4.7544995322823524,4.177,4.809216,1.749,14475,0.001024,,,,0.08524799999999999,0,0.067328,0.003072,,,,,1.375232
2177,83.254294600340131,19037564533193,4.7152992337942123,5.6814,4.739072,2.1887,14475,0.001024,,,,0.08524799999999999,0,0.066816,0.0097279999999999988,,,,,1.319424
2178,83.259096804138323,19037564590007,4.8022037371993065,4.471,4.693504,1.8336,14475,0.001024,,,,0.08448,0,0.066048,0.007936,,,,,1.109504
2179,83.263855605158724,19037564634717,4.758800845593214,4.7655,4.77568,2.1618,14475,0.0012799999999999999,,,,0.08524799999999999,0.000256,0.066304,0.003328,,,,,1.113856
2180,83.268600701530616,19037564682372,4.7450964339077473,5.6485,4.676864,2.2248,14475,0.001024,,,,0.0832,0.000256,0.064256,0.003328,,,,,1.112576
